"Zeit";"Einstrahlung auf die Horizontale ";"Diffusstrahlung auf die Horizontale ";"Außentemperatur ";"Gebäude 01-Dachfläche Süd: Sonnenhöhe ";"Gebäude 01-Dachfläche Süd: Einstrahlung auf die geneigte Fläche ";"Gebäude 01-Dachfläche Süd: Modultemperatur ";"Strom (AC) Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)  ";"Leerlaufspannung (MPP 1, Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)) ";"MPP-Spannung (MPP 1, Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)) ";"Netzeinspeisung ";"Netzbezug ";"Verbrauch ";"Einspeiseabregelung ";"Eigenverbrauch ";"Globalstrahlung horizontal ";"Abweichung vom Standardspektrum ";"Bodenreflexion (Albedo) ";"Ausrichtung und Neigung der Modulebene ";"Abschattung ";"Reflexion an Moduloberfläche ";"Einstrahlung auf die Modul-Rückseite ";"Globalstrahlung auf Modul ";"Gebäude 01-Dachfläche Süd: Globalstrahlung horizontal ";"Gebäude 01-Dachfläche Süd: Verluste durch Abweichung vom Standardspektrum ";"Gebäude 01-Dachfläche Süd: Verluste durch Bodenreflexion (Albedo) ";"Gebäude 01-Dachfläche Süd: Gewinne durch Ausrichtung und Neigung der Modulebene ";"Gebäude 01-Dachfläche Süd: Verluste durch Abschattung ";"Gebäude 01-Dachfläche Süd: Reflexion an Moduloberfläche ";"Gebäude 01-Dachfläche Süd: Einstrahlung auf die Modul-Rückseite ";"Gebäude 01-Dachfläche Süd: Globalstrahlung auf Modul ";"PV Globalstrahlung ";"Bifazialität ";"Verschmutzung ";"STC Konversion (Modul-Nennwirkungsgrad) ";"PV Nennenergie ";"Schwachlichtverhalten ";"Modulspezifische Teilabschattung ";"Abweichung von der Nenn-Modultemperatur ";"Dioden ";"Mismatch (Herstellerangaben) ";"Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) ";"PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Unterschreitung der DC-Startleistung ";"Abregelung wegen MPP-Spannungsbereich ";"Abregelung wegen max. DC-Strom ";"Abregelung wegen max. DC-Leistung ";"Abregelung wegen max. AC-Leistung/cos phi ";"MPP Anpassung ";"PV-Energie (DC) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV Globalstrahlung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Bifazialität ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Verschmutzung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch STC Konversion (Modul-Nennwirkungsgrad) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV Nennenergie ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Modulspezifische Teilabschattung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Schwachlichtverhalten ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Abweichung von der Nenn-Modultemperatur ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Dioden ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Mismatch (Herstellerangaben) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) *";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Unterschreitung der DC-Startleistung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen MPP-Spannungsbereich ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. DC-Strom ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. DC-Leistung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. AC-Leistung/cos phi ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch MPP Anpassung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV-Energie (DC) ";"Energie am WR-Eingang ";"Abweichung der Eingangs- von der Nennspannung ";"DC/AC-Wandlung ";"Eigenverbrauch (Standby oder Nacht) ";"Kabelverluste Gesamt ";"PV-Energie (AC) abzgl. Standby-Verbrauch ";"Eingespeiste Energie ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Energie am WR-Eingang ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Verluste durch Abweichung der Eingangs- von der Nennspannung ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Verluste durch DC/AC-Wandlung ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Eigenverbrauch (Standby oder Nacht) ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Kabelverluste Gesamt ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: PV-Energie (AC) abzgl. Standby-Verbrauch ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Eingespeiste Energie ";
01.01. 04:00;0;0;10,34;-37,284;0;10,35;-0,01087;0;0;0;0,0187;0,0162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 05:00;0;0;10,23;-27,837;0;10,24;-0,01087;0;0;0;0,018698;0,016198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 06:00;0;0;10,17;-18,482;0;10,17;-0,01087;0;0;0;0,20589;0,20339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 07:00;0;0;10,1;-9,5629;0;10,1;-0,01087;0;0;0;0,42746;0,42496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 08:00;0,00043;0,0004257;10,13;-1,4104;0,00039491;10,13;-0,01087;0;0;0;0,23158;0,22908;0;0;0,00043;-4,3E-06;7,7E-06;-3,8494E-05;0;0;0;0,00039491;0,00043;-4,3E-06;7,7E-06;-3,8494E-05;0;0;0;0,00039491;0,018508;0;0;-0,014527;0,0039809;-0,0039809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018508;0;0;-0,014527;0,0039809;0;-0,0039809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 09:00;0,02823;0,026936;10,76;5,6183;0,031683;11,51;0,60014;1440;703,23;0,12188;0;0,016147;0;0,016147;0,02823;-0,0002823;0,00050543;0,0032299;0;0;0;0,031683;0,02823;-0,0002823;0,00050543;0,0032299;0;0;0;0,031683;1,4849;0;0;-1,1655;0,31939;-0,04385;0;0,01115;0;0;0;-0,0014334;0,28525;0;-0,01041;0;0;0;0;0,27484;1,4849;0;0;-1,1655;0,31939;0;-0,04385;0,01115;0;0;0;-0,0014334;0,28525;0;-0,01041;0;0;0;0;0,27484;0,27484;0;-0,13681;0;0;0,13803;0,13803;0,27484;0;-0,13681;0;0;0,13803;0,13803;
01.01. 10:00;0,06209;0,059179;11,48;11,132;0,064571;13,1;2,4928;1440;737,7;0,55706;0;0,016288;0;0,016288;0,06209;-0,0006209;0,0011117;0,0019902;0;0;0;0,064571;0,06209;-0,0006209;0,0011117;0,0019902;0;0;0;0,064571;3,0262;0;0;-2,3753;0,65092;-0,042776;0;0,021705;0;0;0;-0,0031492;0,6267;0;-0,017051;0;0;0;0;0,60965;3,0262;0;0;-2,3753;0,65092;0;-0,042776;0,021705;0;0;0;-0,0031492;0,6267;0;-0,017051;0;0;0;0;0,60965;0,60965;0;-0,036298;0;0;0,57335;0,57335;0,60965;0;-0,036298;0;0;0,57335;0,57335;
01.01. 11:00;0,08945;0,084577;12,15;14,737;0,093003;14,55;3,7642;1440;749,35;0,84968;0;0,016095;0;0,016095;0,08945;-0,0008945;0,0016015;0,002846;0;0;0;0,093003;0,08945;-0,0008945;0,0016015;0,002846;0;0;0;0,093003;4,3587;0;0;-3,4211;0,93753;-0,036938;0;0,028229;0;0;0;-0,0046441;0,92418;0;-0,019885;0;0;0;0;0,90429;4,3587;0;0;-3,4211;0,93753;0;-0,036938;0,028229;0;0;0;-0,0046441;0,92418;0;-0,019885;0;0;0;0;0,90429;0,90429;0;-0,038519;0;0;0,86578;0,86578;0,90429;0;-0,038519;0;0;0,86578;0,86578;
01.01. 12:00;0,10613;0,09891;12,7;16,123;0,11353;15,68;4,7792;1440;753,81;1,083;0;0,016241;0;0,016241;0,10613;-0,0010613;0,0019001;0,00656;0;0;0;0,11353;0,10613;-0,0010613;0,0019001;0,00656;0;0;0;0,11353;5,3206;0;0;-4,1762;1,1444;-0,031426;0;0,031119;0;0;0;-0,0057207;1,1384;0;0;0;0;0;0;1,1384;5,3206;0;0;-4,1762;1,1444;0;-0,031426;0,031119;0;0;0;-0,0057207;1,1384;0;0;0;0;0;0;1,1384;1,1384;0;-0,039214;0;0;1,0992;1,0992;1,1384;0;-0,039214;0;0;1,0992;1,0992;
01.01. 13:00;0,0963;0,090299;13;15,154;0,10205;15,75;4,1703;1440;749,63;0,79208;0;0,16708;0;0,16708;0,0963;-0,000963;0,0017242;0,0049916;0;0;0;0,10205;0,0963;-0,000963;0,0017242;0,0049916;0;0;0;0,10205;4,7828;0;0;-3,754;1,0288;-0,034835;0;0,027581;0;0;0;-0,0051075;1,0164;0;-0,020076;0;0;0;0;0,99632;4,7828;0;0;-3,754;1,0288;0;-0,034835;0,027581;0;0;0;-0,0051075;1,0164;0;-0,020076;0;0;0;0;0,99632;0,99632;0;-0,037166;0;0;0,95916;0,95916;0,99632;0;-0,037166;0;0;0,95916;0,95916;
01.01. 14:00;0,06953;0,065891;13,05;11,924;0,07315;15,08;2,8549;1440;737,86;0,64039;0;0,016239;0;0,016239;0,06953;-0,0006953;0,0012449;0,00307;0;0;0;0,07315;0,06953;-0,0006953;0,0012449;0,00307;0;0;0;0,07315;3,4282;0;0;-2,6908;0,7374;-0,041721;0;0,020712;0;0;0;-0,0035819;0,71281;0;-0,018219;0;0;0;0;0,69459;3,4282;0;0;-2,6908;0,7374;0;-0,041721;0,020712;0;0;0;-0,0035819;0,71281;0;-0,018219;0;0;0;0;0,69459;0,69459;0;-0,037963;0;0;0,65662;0,65662;0,69459;0;-0,037963;0;0;0,65662;0,65662;
01.01. 15:00;0,03397;0,032508;12,77;6,7232;0,036662;13,85;0,82559;1440;705,88;0,17386;0;0,01603;0;0,01603;0,03397;-0,0003397;0,0006082;0,002424;0;0;0;0,036662;0,03397;-0,0003397;0,0006082;0,002424;0;0;0;0,036662;1,7182;0;0;-1,3486;0,36958;-0,044716;0;0,010865;0;0;0;-0,0016787;0,33405;0;-0,011692;0;0;0;0;0,32236;1,7182;0;0;-1,3486;0,36958;0;-0,044716;0,010865;0;0;0;-0,0016787;0,33405;0;-0,011692;0;0;0;0;0,32236;0,32236;0;-0,13247;0;0;0,18989;0,18989;0,32236;0;-0,13247;0;0;0,18989;0,18989;
01.01. 16:00;0,00098;0,0009702;12,28;-0,064899;0,00090002;12,41;-0,01087;0;0;0;0,018493;0,015993;0;0;0,00098;-9,8E-06;1,7547E-05;-8,7731E-05;0;0;0;0,00090002;0,00098;-9,8E-06;1,7547E-05;-8,7731E-05;0;0;0;0,00090002;0,04218;0;0;-0,033107;0,0090728;-0,0090728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04218;0;0;-0,033107;0,0090728;0;-0,0090728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 17:00;0;0;11,9;-8,0444;0;11,94;-0,01087;0;0;0;1,344;1,3415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 18:00;0;0;11,45;-16,851;0;11,48;-0,01087;0;0;0;1,5456;1,5431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 19:00;0;0;11,14;-26,153;0;11,16;-0,01087;0;0;0;0,89142;0,88892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 20:00;0;0;10,73;-35,611;0;10,76;-0,01087;0;0;0;0,33458;0,33208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 21:00;0;0;10,38;-44,813;0;10,41;-0,01087;0;0;0;1,3597;1,3572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 22:00;0;0;9,99;-53,126;0;10,02;-0,01087;0;0;0;0,12029;0,11779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
01.01. 23:00;0;0;9,61;-59,461;0;9,64;-0,01087;0;0;0;0,17009;0,16759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 00:00;0;0;9,09;-62,118;0;9,13;-0,01087;0;0;0;0,018519;0,016019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 01:00;0;0;8,36;-60,217;0;8,41;-0,01087;0;0;0;0,018572;0,016072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 02:00;0;0;7,93;-54,427;0;7,96;-0,01087;0;0;0;0,018569;0,016069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 03:00;0;0;7,66;-46,388;0;7,68;-0,01087;0;0;0;0,018574;0,016074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 04:00;0;0;7,34;-37,297;0;7,36;-0,01087;0;0;0;0,16731;0,16481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 05:00;0;0;7,06;-27,851;0;7,08;-0,01087;0;0;0;0,018588;0,016088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 06:00;0;0;6,81;-18,493;0;6,83;-0,01087;0;0;0;0,20978;0,20728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 07:00;0;0;6,56;-9,5662;0;6,58;-0,01087;0;0;0;0,54366;0,54116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 08:00;0,00041;0,0004059;6,5;-1,4026;0,00037654;6,5;-0,01087;0;0;0;0,20453;0,20203;0;0;0,00041;-4,1E-06;7,3417E-06;-3,6703E-05;0;0;0;0,00037654;0,00041;-4,1E-06;7,3417E-06;-3,6703E-05;0;0;0;0,00037654;0,017647;0;0;-0,013851;0,0037958;-0,0037958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,017647;0;0;-0,013851;0,0037958;0;-0,0037958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 09:00;0,02472;0,023961;6,8;5,6407;0,025515;7,42;0,37285;1440;699,61;0;0,11087;0,19662;0;0,085756;0,02472;-0,0002472;0,00044259;0,00059936;0;0;0;0,025515;0,02472;-0,0002472;0,00044259;0,00059936;0;0;0;0,025515;1,1958;0;0;-0,93857;0,25721;-0,042148;0;0,011342;0;0;0;-0,001132;0,22527;0;-0,0086348;0;0;0;0;0,21663;1,1958;0;0;-0,93857;0,25721;0;-0,042148;0,011342;0;0;0;-0,001132;0,22527;0;-0,0086348;0;0;0;0;0,21663;0,21663;0;-0,13088;0;0;0,085756;0,085756;0,21663;0;-0,13088;0;0;0,085756;0,085756;
02.01. 10:00;0,05561;0,053754;7,12;11,171;0,055229;8,53;2,1181;1440;742,85;0,47118;0;0,01597;0;0,01597;0,05561;-0,0005561;0,00099564;-0,00082073;0;0;0;0,055229;0,05561;-0,0005561;0,00099564;-0,00082073;0;0;0;0,055229;2,5884;0;0;-2,0316;0,55674;-0,043088;0;0,025383;0;0;0;-0,0026952;0,53634;0;-0,015519;0;0;0;0;0,52082;2,5884;0;0;-2,0316;0,55674;0;-0,043088;0,025383;0;0;0;-0,0026952;0,53634;0;-0,015519;0;0;0;0;0,52082;0,52082;0;-0,03367;0;0;0,48715;0,48715;0,52082;0;-0,03367;0;0;0,48715;0,48715;
02.01. 11:00;0,07966;0,076663;7,43;14,797;0,078977;9,49;3,2591;1440;756,7;0,73338;0;0,0162;0;0,0162;0,07966;-0,0007966;0,0014262;-0,0013126;0;0;0;0,078977;0,07966;-0,0007966;0,0014262;-0,0013126;0;0;0;0,078977;3,7013;0;0;-2,9052;0,79614;-0,03899;0;0,035231;0;0;0;-0,0039619;0,78842;0;0;0;0;0;0;0,78842;3,7013;0;0;-2,9052;0,79614;0;-0,03899;0,035231;0;0;0;-0,0039619;0,78842;0;0;0;0;0;0;0,78842;0,78842;0;-0,038837;0;0;0,74958;0,74958;0,78842;0;-0,038837;0;0;0,74958;0,74958;
02.01. 12:00;0,08735;0,084155;7,63;16,201;0,085988;9,92;3,5817;1440;759,08;0,80759;0;0,0162;0;0,0162;0,08735;-0,0008735;0,0015639;-0,0020526;0;0;0;0,085988;0,08735;-0,0008735;0,0015639;-0,0020526;0;0;0;0,085988;4,0299;0;0;-3,1631;0,86682;-0,0374;0;0,037525;0;0;0;-0,0043347;0,86261;0;0;0;0;0;0;0,86261;4,0299;0;0;-3,1631;0,86682;0;-0,0374;0,037525;0;0;0;-0,0043347;0,86261;0;0;0;0;0;0;0,86261;0,86261;0;-0,038811;0;0;0,82379;0,82379;0,86261;0;-0,038811;0;0;0,82379;0,82379;
02.01. 13:00;0,07892;0,076297;7,7;15,249;0,077187;9,79;3,1727;1440;754,87;0,71355;0;0,016165;0;0,016165;0,07892;-0,0007892;0,001413;-0,0023568;0;0;0;0,077187;0,07892;-0,0007892;0,001413;-0,0023568;0;0;0;0,077187;3,6174;0;0;-2,8393;0,7781;-0,039479;0;0,033695;0;0;0;-0,0038616;0,76845;0;0;0;0;0;0;0,76845;3,6174;0;0;-2,8393;0,7781;0;-0,039479;0,033695;0;0;0;-0,0038616;0,76845;0;0;0;0;0;0;0,76845;0,76845;0;-0,038736;0;0;0,72972;0,72972;0,76845;0;-0,038736;0;0;0,72972;0,72972;
02.01. 14:00;0,05843;0,056656;7,65;12,033;0,057239;9,24;2,2011;1440;742,65;0,3406;0;0,16566;0;0,16566;0,05843;-0,0005843;0,0010461;-0,0016529;0;0;0;0,057239;0,05843;-0,0005843;0,0010461;-0,0016529;0;0;0;0,057239;2,6826;0;0;-2,1056;0,57701;-0,042985;0;0,025253;0;0;0;-0,0027964;0,55648;0;-0,015888;0;0;0;0;0,54059;2,6826;0;0;-2,1056;0,57701;0;-0,042985;0,025253;0;0;0;-0,0027964;0,55648;0;-0,015888;0;0;0;0;0,54059;0,54059;0;-0,034333;0;0;0,50626;0,50626;0,54059;0;-0,034333;0;0;0,50626;0,50626;
02.01. 15:00;0,02939;0,02859;7,42;6,8416;0,02933;8,28;0,51317;1440;706,92;0,10186;0;0,016164;0;0,016164;0,02939;-0,0002939;0,0005262;-0,00029201;0;0;0;0,02933;0,02939;-0,0002939;0,0005262;-0,00029201;0;0;0;0,02933;1,3746;0;0;-1,0789;0,29567;-0,043057;0;0,012668;0;0;0;-0,0013264;0,26395;0;-0,0098051;0;0;0;0;0,25415;1,3746;0;0;-1,0789;0,29567;0;-0,043057;0,012668;0;0;0;-0,0013264;0,26395;0;-0,0098051;0;0;0;0;0,25415;0,25415;0;-0,13612;0;0;0,11803;0,11803;0,25415;0;-0,13612;0;0;0,11803;0,11803;
02.01. 16:00;0,00103;0,0010197;7,08;0,059662;0,00094594;7,19;-0,01087;0;0;0;0,018747;0,016247;0;0;0,00103;-1,03E-05;1,8442E-05;-9,2206E-05;0;0;0;0,00094594;0,00103;-1,03E-05;1,8442E-05;-9,2206E-05;0;0;0;0,00094594;0,044332;0;0;-0,034797;0,0095357;-0,0095357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,044332;0;0;-0,034797;0,0095357;0;-0,0095357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 17:00;0;0;6,97;-7,9162;0;6,99;-0,01087;0;0;0;1,3161;1,3136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 18:00;0;0;6,82;-16,721;0;6,83;-0,01087;0;0;0;0,3081;0,3056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 19:00;0;0;6,6;-26,022;0;6,62;-0,01087;0;0;0;1,6965;1,694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 20:00;0;0;6,52;-35,48;0;6,52;-0,01087;0;0;0;0,77226;0,76976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 21:00;0;0;6,37;-44,683;0;6,38;-0,01087;0;0;0;0,50348;0,50098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
02.01. 22:00;0;0;6,12;-53,001;0;6,14;-0,01087;0;0;0;0,060656;0,058156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
