Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last 
08.08. 12:00;0,1677;7,9392;7,7715;0,8
08.08. 13:00;0,016272;7,929;7,9127;0,8
08.08. 14:00;0,016198;7,0305;7,0143;0,8
08.08. 15:00;0,016128;6,0228;6,0067;0,8
08.08. 16:00;0,016171;4,3825;4,3664;0,8
08.08. 17:00;0,81558;2,7119;1,8963;0,9
08.08. 18:00;1,0848;0,92246;0;1
08.08. 19:00;1,2103;0,031701;0;1,1
08.08. 20:00;0,20233;0;0;1,2
08.08. 21:00;0,35204;0;0;1,1
08.08. 22:00;0,43072;0;0;0,7
08.08. 23:00;0,016068;0;0;0,5
09.08. 00:00;0,01621;0;0;0,4
09.08. 01:00;0,016258;0;0;0,4
09.08. 02:00;0,016338;0;0;0,3
09.08. 03:00;0,16545;0;0;0,3
09.08. 04:00;0,016315;0;0;0,4
09.08. 05:00;0,016209;0,00094121;0;0,5
09.08. 06:00;0,19672;0,5271;0,33037;0,9
09.08. 07:00;0,3766;1,6848;1,3082;0,9
09.08. 08:00;0,31691;2,3273;2,0104;0,8
09.08. 09:00;0,016084;2,5761;2,56;0,8
09.08. 10:00;0,016131;3,1323;3,1161;0,7
09.08. 11:00;0,01626;3,2076;3,1913;0,6
09.08. 12:00;0,016264;3,1528;3,1365;0,6
09.08. 13:00;0,168;3,0864;2,9184;0,6
09.08. 14:00;0,016181;2,4866;2,4704;0,6
09.08. 15:00;0,016133;2,5293;2,5132;0,6
09.08. 16:00;0,016257;1,3998;1,3836;0,6
09.08. 17:00;1,2395;0,62217;0;0,7
09.08. 18:00;5,1719;0,038254;0;0,8
09.08. 19:00;1,8457;0,00042971;0;0,8
09.08. 20:00;1,4309;0;0;0,9
09.08. 21:00;0,8103;0;0;0,9
09.08. 22:00;0,35925;0;0;0,9
09.08. 23:00;0,21725;0;0;0,7
10.08. 00:00;0,016143;0;0;1
10.08. 01:00;0,01607;0;0;0,9
10.08. 02:00;0,015866;0;0;0,7
10.08. 03:00;0,016124;0;0;0,9
10.08. 04:00;0,16973;0;0;1,6
10.08. 05:00;0,016198;0,020192;0,003994;1,7
10.08. 06:00;0,016528;0,35209;0,33557;1,6
10.08. 07:00;0,20499;2,6006;2,3956;1,8
10.08. 08:00;0,31052;2,2109;1,9004;1,3
10.08. 09:00;2,9172;3,4829;0,5657;1,1
10.08. 10:00;2,2861;4,6724;2,3862;1,1
10.08. 11:00;2,0375;5,4083;3,3708;1
10.08. 12:00;1,2522;1,595;0,34279;1
10.08. 13:00;0,14255;2,74;2,5974;1
10.08. 14:00;0,19834;4,3932;4,1949;0,9
10.08. 15:00;0,09722;3,2876;3,1904;0,9
10.08. 16:00;1,6864;5,5341;3,8476;1
10.08. 17:00;0,91104;3,1727;2,2617;1,1
10.08. 18:00;1,1403;0,85701;0;1,2
10.08. 19:00;1,0891;0,12912;0;1,7
10.08. 20:00;0,57594;0;0;1,9
10.08. 21:00;0,81403;0;0;2,4
10.08. 22:00;0,11492;0;0;1,8
10.08. 23:00;0,016171;0;0;2,2
11.08. 00:00;0,16641;0;0;1,8
11.08. 01:00;0,015983;0;0;1,8
11.08. 02:00;0,016213;0;0;1,6
11.08. 03:00;0,016238;0;0;1,4
11.08. 04:00;0,016017;0;0;1,7
11.08. 05:00;0,16764;0,0014619;0;2,2
11.08. 06:00;0,20969;0,55286;0,34317;2,6
11.08. 07:00;0,37516;1,5706;1,1955;2,9
11.08. 08:00;0,064817;2,5047;2,4399;2,4
11.08. 09:00;0,29012;2,6204;2,3303;2,3
11.08. 10:00;0,21249;3,2491;3,0366;1,8
11.08. 11:00;0,13901;3,8931;3,7541;2
11.08. 12:00;0,65299;4,6747;4,0217;1,7
11.08. 13:00;2,1283;6,1043;3,976;1,4
11.08. 14:00;0,016078;6,1981;6,182;1,6
11.08. 15:00;0,25405;5,5683;5,3142;1,5
11.08. 16:00;0,45173;4,2448;3,7931;1,6
11.08. 17:00;0,98865;2,8713;1,8827;1,8
11.08. 18:00;1,1155;0,84006;0;2,5
11.08. 19:00;0,30487;0,048593;0;3
11.08. 20:00;0,505;0;0;3,6
11.08. 21:00;0,99775;0;0;3,5
11.08. 22:00;0,60646;0;0;2,5
11.08. 23:00;0,016344;0;0;2,2
12.08. 00:00;0,016072;0;0;2
12.08. 01:00;0,16573;0;0;2,3
12.08. 02:00;0,0161;0;0;2,5
12.08. 03:00;0,016133;0;0;2,7
12.08. 04:00;0,016064;0;0;2,7
12.08. 05:00;0,016245;0,0029555;0;3,2
12.08. 06:00;0,34524;0,56543;0,22019;3,6
12.08. 07:00;0,079119;1,8128;1,7337;3,1
12.08. 08:00;0,045729;3,8638;3,8181;2,2
12.08. 09:00;0,016293;5,1807;5,1644;2
12.08. 10:00;0,016065;6,3097;6,2936;1,9
12.08. 11:00;0,1681;7,6066;7,4385;1,9
12.08. 12:00;0,016091;6,3078;6,2918;2
12.08. 13:00;0,016277;5,7862;5,7699;1,7
12.08. 14:00;0,01614;5,7207;5,7045;1,6
12.08. 15:00;0,016285;4,9355;4,9192;1,8
12.08. 16:00;0,16784;4,2984;4,1306;1,8
12.08. 17:00;1,5389;2,5927;1,0538;2,3
12.08. 18:00;1,0607;0,83566;0;2,4
12.08. 19:00;0,060928;0,039926;0;2,6
12.08. 20:00;1,0488;0;0;2,5
12.08. 21:00;0,91853;0;0;2,4
12.08. 22:00;0,43449;0;0;1,4
12.08. 23:00;0,01615;0;0;1,2
13.08. 00:00;0,016287;0;0;0,7
13.08. 01:00;0,016263;0;0;0,6
13.08. 02:00;0,16575;0;0;0,3
13.08. 03:00;0,016333;0;0;0,3
13.08. 04:00;0,016133;0;0;0,4
13.08. 05:00;0,016267;0,0015902;0;0,5
13.08. 06:00;0,016237;0,1576;0,14136;0,9
13.08. 07:00;0,35099;1,225;0,87398;0,9
13.08. 08:00;0,016005;2,9028;2,8868;0,8
13.08. 09:00;0,016218;3,3598;3,3435;0,7
13.08. 10:00;0,016267;2,3861;2,3698;0,7
13.08. 11:00;0,016057;1,983;1,9669;0,7
13.08. 12:00;0,16618;3,7802;3,614;0,6
13.08. 13:00;0,016253;6,6824;6,6661;0,6
13.08. 14:00;0,016048;7,4934;7,4774;0,6
13.08. 15:00;0,016243;7,2512;7,235;0,6
13.08. 16:00;0,016159;4,9548;4,9387;0,6
13.08. 17:00;1,9558;2,4939;0,53809;0,7
13.08. 18:00;1,1344;0,64854;0;0,7
13.08. 19:00;0,30642;0,0057265;0;0,9
13.08. 20:00;1,1336;0;0;0,9
13.08. 21:00;0,51412;0;0;0,9
13.08. 22:00;0,55802;0;0;0,6
13.08. 23:00;0,20245;0;0;0,5
14.08. 00:00;0,016187;0;0;0,4
14.08. 01:00;0,01612;0;0;0,4
14.08. 02:00;0,016158;0;0;0,3
14.08. 03:00;0,16627;0;0;0,3
14.08. 04:00;0,016162;0;0;0,4
14.08. 05:00;0,016195;0;0;0,5
14.08. 06:00;0,15572;0,05767;0;0,9
14.08. 07:00;0,062534;0,039563;0;0,8
14.08. 08:00;0,16685;0,81348;0,64663;0,8
14.08. 09:00;0,016246;0,57704;0,56079;0,7
14.08. 10:00;0,01641;1,0966;1,0802;0,6
14.08. 11:00;0,016246;4,1421;4,1259;0,6
14.08. 12:00;0,016306;5,245;5,2287;0,6
14.08. 13:00;0,16377;4,8831;4,7193;0,6
14.08. 14:00;0,016133;6,2818;6,2657;0,6
14.08. 15:00;0,016164;5,538;5,5219;0,6
14.08. 16:00;0,016256;3,1147;3,0985;0,6
14.08. 17:00;1,8691;2,1652;0,29606;0,7
14.08. 18:00;0,70608;0,76928;0,063202;0,7
14.08. 19:00;0,063992;0,019427;0;0,9
14.08. 20:00;0,19253;0;0;0,9
14.08. 21:00;0,64604;0;0;0,9
14.08. 22:00;0,50793;0;0;0,6
14.08. 23:00;0,16265;0;0;0,5
15.08. 00:00;0,016294;0;0;1
15.08. 01:00;0,016106;0;0;0,4
15.08. 02:00;0,016262;0;0;0,6
15.08. 03:00;0,016262;0;0;0,9
15.08. 04:00;0,16607;0;0;1
15.08. 05:00;0,016146;0,00062707;0;1,2
15.08. 06:00;0,20039;0,4561;0,25571;1,1
15.08. 07:00;0,43955;2,2519;1,8124;1,1
15.08. 08:00;0,11051;4,3226;4,2121;1
15.08. 09:00;0,16467;6,2328;6,0681;0,9
15.08. 10:00;0,016111;7,7123;7,6962;0,8
15.08. 11:00;0,016024;8,6545;8,6384;0,8
15.08. 12:00;0,015959;8,9765;8,9606;0,8
15.08. 13:00;0,016154;8,8551;8,8389;0,7
15.08. 14:00;0,1694;8,1109;7,9415;0,7
15.08. 15:00;0,016279;6,7913;6,7751;0,7
15.08. 16:00;0,016087;4,9659;4,9498;0,8
15.08. 17:00;1,3533;2,8093;1,456;0,8
15.08. 18:00;1,2413;0,75887;0;0,9
15.08. 19:00;0,24749;0,013912;0;1
15.08. 20:00;1,0728;0;0;1,2
15.08. 21:00;0,67088;0;0;1,3
15.08. 22:00;0,80508;0;0;0,9
15.08. 23:00;0,016432;0;0;1,1
16.08. 00:00;0,16647;0;0;1
16.08. 01:00;0,016152;0;0;1,2
16.08. 02:00;0,016276;0;0;1,2
16.08. 03:00;0,015993;0;0;1,2
16.08. 04:00;0,016182;0;0;1,5
16.08. 05:00;0,16729;0,00044399;0;1,4
16.08. 06:00;0,19096;0,45917;0,26821;1,3
16.08. 07:00;0,32688;2,2208;1,894;1,3
16.08. 08:00;0,21665;4,297;4,0803;1,1
16.08. 09:00;0,052223;6,1706;6,1184;1,1
16.08. 10:00;0,16956;7,6116;7,442;1
16.08. 11:00;0,01618;8,4789;8,4627;1
16.08. 12:00;0,016151;8,7226;8,7065;0,9
16.08. 13:00;0,016195;8,5936;8,5774;0,9
16.08. 14:00;0,016067;7,8219;7,8058;0,8
16.08. 15:00;0,16573;6,5857;6,42;0,8
16.08. 16:00;0,016192;4,7568;4,7406;0,9
16.08. 17:00;0,015977;2,645;2,629;1
16.08. 18:00;0,89476;0,74675;0;1
16.08. 19:00;1,0323;0,0074468;0;1,3
16.08. 20:00;0,91507;0;0;1,3
16.08. 21:00;0,35912;0;0;1,5
16.08. 22:00;0,39366;0;0;1,2
16.08. 23:00;0,18128;0;0;1,3
17.08. 00:00;0,016113;0;0;1,5
17.08. 01:00;0,16758;0;0;1,7
17.08. 02:00;0,016172;0;0;1,4
17.08. 03:00;0,016117;0;0;1,4
17.08. 04:00;0,016061;0;0;1,8
17.08. 05:00;0,016157;4,55E-05;0;2
17.08. 06:00;0,30943;0,038539;0;1,7
17.08. 07:00;0,063784;0,49983;0,43605;1,3
17.08. 08:00;3,4182;1,5547;0;1,2
17.08. 09:00;2,224;2,0942;0;1,1
17.08. 10:00;1,0408;2,9319;1,8911;1
17.08. 11:00;0,44597;3,1789;2,7329;0,9
17.08. 12:00;0,91811;2,4139;1,4958;0,9
17.08. 13:00;0,016319;2,4097;2,3933;0,9
17.08. 14:00;0,996;1,996;0,99998;0,9
17.08. 15:00;0,30537;1,9624;1,6571;0,9
17.08. 16:00;0,96627;1,5198;0,5535;1
17.08. 17:00;4,7655;0,059017;0;1,1
17.08. 18:00;2,0414;0,017978;0;1,1
17.08. 19:00;2,1143;7,73E-05;0;1,3
17.08. 20:00;1,4293;0;0;1,3
17.08. 21:00;0,4907;0;0;1,4
17.08. 22:00;0,20187;0;0;0,8
17.08. 23:00;0,016166;0;0;0,8
18.08. 00:00;0,016152;0;0;1
18.08. 01:00;0,016273;0;0;1,2
18.08. 02:00;0,16683;0;0;1,5
18.08. 03:00;0,016196;0;0;1,6
18.08. 04:00;0,016282;0;0;1,5
18.08. 05:00;0,016132;0;0;2
18.08. 06:00;0,19871;0,45266;0,25395;0,9
18.08. 07:00;0,49631;2,0899;1,5935;0,9
18.08. 08:00;0,053616;4,5132;4,4596;1
18.08. 09:00;0,016173;6,7955;6,7794;1,3
18.08. 10:00;0,50194;4,4852;3,9833;1,3
18.08. 11:00;1,0345;4,0835;3,0491;1,3
18.08. 12:00;1,4417;3,2706;1,8289;1,2
18.08. 13:00;0,17039;2,0352;1,8648;1,1
18.08. 14:00;0,81548;2,0011;1,1856;1
18.08. 15:00;0,13541;0,79759;0,66218;1
18.08. 16:00;1,0895;0,58053;0;0,9
18.08. 17:00;0,45202;1,5816;1,1296;1,1
18.08. 18:00;1,0661;0,64935;0;1,1
18.08. 19:00;0,10872;0,020437;0;1,2
18.08. 20:00;0,5311;0;0;1,1
18.08. 21:00;1,0811;0;0;1,1
18.08. 22:00;0,40005;0;0;0,7
18.08. 23:00;0,016222;0;0;1,1
19.08. 00:00;0,016256;0;0;0,7
19.08. 01:00;0,016316;0;0;1,2
19.08. 02:00;0,016069;0;0;0,9
19.08. 03:00;0,16644;0;0;0,6
19.08. 04:00;0,016133;0;0;0,9
19.08. 05:00;0,01617;0;0;1,3
19.08. 06:00;0,19258;0,034216;0;0,6
19.08. 07:00;0,34635;0,23486;0;0,7
19.08. 08:00;0,33495;0,58526;0,25031;0,8
19.08. 09:00;0,016284;0,79831;0,78203;1,1
19.08. 10:00;0,016199;1,0998;1,0836;1,2
19.08. 11:00;0,016196;1,1459;1,1297;1,1
19.08. 12:00;0,016181;1,2939;1,2777;1
19.08. 13:00;0,16458;1,2015;1,0369;0,9
19.08. 14:00;0,015992;1,0044;0,98839;0,8
19.08. 15:00;0,016119;0,86776;0,85164;0,8
19.08. 16:00;0,01613;0,58324;0,56711;0,8
19.08. 17:00;0,62735;0,33875;0;0,9
19.08. 18:00;1,6848;0,031552;0;0,9
19.08. 19:00;0,8639;4,81E-05;0;1
19.08. 20:00;0,43204;0;0;1
19.08. 21:00;0,49964;0;0;0,9
19.08. 22:00;0,098078;0;0;0,6
19.08. 23:00;0,1642;0;0;0,5
20.08. 00:00;0,01609;0;0;0,9
20.08. 01:00;0,016235;0;0;0,9
20.08. 02:00;0,016082;0;0;0,9
20.08. 03:00;0,016077;0;0;0,8
20.08. 04:00;0,16709;0;0;1,3
20.08. 05:00;0,016163;0;0;1,2
20.08. 06:00;0,36802;0,2144;0;1,1
20.08. 07:00;0,61079;0,91063;0,29984;1,1
20.08. 08:00;0,2088;1,3638;1,155;0,9
20.08. 09:00;0,16641;2,0363;1,8699;0,9
20.08. 10:00;0,016119;2,7698;2,7537;0,8
20.08. 11:00;0,016191;2,9366;2,9205;0,8
20.08. 12:00;0,016202;2,7068;2,6906;0,8
20.08. 13:00;0,016032;2,6451;2,6291;0,8
20.08. 14:00;0,16517;2,3875;2,2223;0,7
20.08. 15:00;0,016127;1,8526;1,8365;0,7
20.08. 16:00;0,015975;1,4302;1,4142;0,8
20.08. 17:00;0,43319;0,7508;0,31761;0,8
20.08. 18:00;0,82563;0,22478;0;0,9
20.08. 19:00;0,91699;0;0;1
20.08. 20:00;0,88902;0;0;1,1
20.08. 21:00;0,34436;0;0;1,1
20.08. 22:00;0,11324;0;0;0,7
20.08. 23:00;0,016216;0;0;0,5
21.08. 00:00;0,16641;0;0;0,4
21.08. 01:00;0,016337;0;0;0,4
21.08. 02:00;0,01612;0;0;0,3
21.08. 03:00;0,016211;0;0;0,3
21.08. 04:00;0,016185;0;0;0,4
21.08. 05:00;0,16775;0;0;0,5
21.08. 06:00;0,20743;0,40853;0,2011;0,8
21.08. 07:00;0,31224;1,3609;1,0486;0,9
21.08. 08:00;0,027411;2,7845;2,7571;0,8
21.08. 09:00;0,016144;4,4694;4,4532;0,7
21.08. 10:00;0,16291;3,7948;3,6319;0,7
21.08. 11:00;0,016141;4,6684;4,6523;0,7
21.08. 12:00;0,016178;4,4713;4,4551;0,6
21.08. 13:00;0,016133;3,3252;3,3091;0,6
21.08. 14:00;0,016171;2,5995;2,5834;0,6
21.08. 15:00;0,17019;2,3368;2,1666;0,6
21.08. 16:00;0,016267;2,2881;2,2718;0,6
21.08. 17:00;0,32849;1,5186;1,1901;0,7
21.08. 18:00;1,3467;0,62407;0;0,7
21.08. 19:00;0,80375;0,0058812;0;0,8
21.08. 20:00;0,3465;0;0;0,9
21.08. 21:00;0,23428;0;0;0,8
21.08. 22:00;0,20991;0;0;0,6
21.08. 23:00;0,016171;0;0;0,5
22.08. 00:00;0,016175;0;0;0,4
22.08. 01:00;0,1662;0;0;0,6
22.08. 02:00;0,016067;0;0;0,3
22.08. 03:00;0,01623;0;0;0,3
22.08. 04:00;0,016059;0;0;0,4
22.08. 05:00;0,016164;0;0;0,5
22.08. 06:00;0,35123;0,32942;0;0,8
22.08. 07:00;0,3178;2,1548;1,837;0,9
22.08. 08:00;0,023426;4,3025;4,2791;0,8
22.08. 09:00;0,0162;6,263;6,2468;0,7
22.08. 10:00;0,016217;7,7712;7,755;0,7
22.08. 11:00;0,16743;8,3662;8,1988;0,7
22.08. 12:00;0,01593;8,6721;8,6562;0,6
22.08. 13:00;0,016196;8,4672;8,451;0,6
22.08. 14:00;0,016067;7,5488;7,5327;0,6
22.08. 15:00;0,016088;6,1815;6,1654;0,6
22.08. 16:00;0,16721;4,3737;4,2065;0,6
22.08. 17:00;1,5545;2,3299;0,77535;0,7
22.08. 18:00;1,0295;0,62052;0;0,7
22.08. 19:00;1,1799;0,00051234;0;0,9
22.08. 20:00;0,69812;0;0;0,9
22.08. 21:00;1,2283;0;0;0,9
22.08. 22:00;0,18574;0;0;0,6
22.08. 23:00;0,01621;0;0;0,5
23.08. 00:00;0,016236;0;0;0,4
23.08. 01:00;0,016054;0;0;0,4
23.08. 02:00;0,17132;0;0;0,6
23.08. 03:00;0,016225;0;0;0,9
23.08. 04:00;0,016119;0;0;0,9
23.08. 05:00;0,016222;0;0;0,8
23.08. 06:00;0,19048;0,35908;0,1686;1
23.08. 07:00;0,46374;1,8381;1,3743;1
23.08. 08:00;0,12776;3,2264;3,0986;0,9
23.08. 09:00;0,016142;5;4,9839;0,8
23.08. 10:00;0,015988;6,3532;6,3372;0,7
23.08. 11:00;0,01615;7,1654;7,1493;0,7
23.08. 12:00;0,16554;7,0764;6,9109;0,7
23.08. 13:00;0,016319;7,081;7,0647;0,7
23.08. 14:00;0,016083;6,265;6,2489;0,6
23.08. 15:00;0,016327;5,5906;5,5743;0,6
23.08. 16:00;0,016286;3,998;3,9817;0,7
23.08. 17:00;1,3641;2,1171;0,75302;0,8
23.08. 18:00;2,1631;0,59011;0;0,8
23.08. 19:00;0,9618;0,00034962;0;0,9
23.08. 20:00;0,18418;0;0;1
23.08. 21:00;1,223;0;0;1
23.08. 22:00;0,78468;0;0;0,6
23.08. 23:00;0,45765;0;0;0,5
24.08. 00:00;0,016296;0;0;0,7
24.08. 01:00;0,01624;0;0;0,7
24.08. 02:00;0,016101;0;0;0,9
24.08. 03:00;0,16719;0;0;1,1
24.08. 04:00;0,016266;0;0;0,9
24.08. 05:00;0,016345;0;0;0,6
24.08. 06:00;0,016289;0,24959;0,2333;1
24.08. 07:00;0,15846;1,0068;0,84835;1
24.08. 08:00;0,36138;2,0357;1,6743;0,9
24.08. 09:00;0,45265;2,8254;2,3728;0,9
24.08. 10:00;3,493;3,9385;0,44546;0,8
24.08. 11:00;2,5921;4,1382;1,5461;0,7
24.08. 12:00;1,2832;4,3722;3,089;0,7
24.08. 13:00;4,8955;4,6122;0;0,7
24.08. 14:00;1,3813;4,3764;2,995;0,7
24.08. 15:00;0,86574;4,2869;3,4212;0,7
24.08. 16:00;0,98473;3,4858;2,5011;0,7
24.08. 17:00;0,4962;2,2073;1,7111;0,8
24.08. 18:00;0,73321;0,55958;0;0,9
24.08. 19:00;0,28841;0,00063147;0;1
24.08. 20:00;1,0922;0;0;1
24.08. 21:00;0,29476;0;0;1
24.08. 22:00;0,087729;0;0;0,7
24.08. 23:00;0,16487;0;0;0,5
25.08. 00:00;0,016159;0;0;0,4
25.08. 01:00;0,016066;0;0;0,4
25.08. 02:00;0,01615;0;0;0,4
25.08. 03:00;0,016173;0;0;0,6
25.08. 04:00;0,16616;0;0;0,3
25.08. 05:00;0,016133;0;0;0,4
25.08. 06:00;0,1967;0,301;0,1043;0,4
25.08. 07:00;0,32509;2,3465;2,0214;0,4
25.08. 08:00;0,13755;4,5339;4,3964;0,7
25.08. 09:00;0,47347;5,5596;5,0861;0,9
25.08. 10:00;0,016436;5,8967;5,8802;1
25.08. 11:00;0,73895;7,4026;6,6637;1
25.08. 12:00;0,35105;6,1536;5,8026;0,9
25.08. 13:00;0,96313;5,5498;4,5867;0,8
25.08. 14:00;1,0792;5,049;3,9698;0,7
25.08. 15:00;0,082795;3,4812;3,3984;0,7
25.08. 16:00;1,2291;2,8767;1,6476;0,7
25.08. 17:00;0,13862;1,7648;1,6262;0,7
25.08. 18:00;1,009;0,53873;0;0,8
25.08. 19:00;0,48068;0,00080863;0;0,8
25.08. 20:00;0,52495;0;0;0,8
25.08. 21:00;1,1008;0;0;0,7
25.08. 22:00;0,14002;0;0;0,6
25.08. 23:00;0,016201;0;0;0,5
26.08. 00:00;0,16668;0;0;0,5
26.08. 01:00;0,016008;0;0;0,4
26.08. 02:00;0,016048;0;0;0,4
26.08. 03:00;0,0163;0;0;0,3
26.08. 04:00;0,016081;0;0;0,4
26.08. 05:00;0,16576;0;0;0,4
26.08. 06:00;0,20022;0,10865;0;0,4
26.08. 07:00;0,20781;0,67669;0,46889;0,4
26.08. 08:00;0,19126;1,2696;1,0783;0,6
26.08. 09:00;0,01602;1,8223;1,8063;0,9
26.08. 10:00;0,16492;2,2186;2,0537;1
26.08. 11:00;0,016258;2,603;2,5868;0,9
26.08. 12:00;0,016271;2,7884;2,7722;0,9
26.08. 13:00;0,016073;2,5558;2,5397;0,8
26.08. 14:00;0,016262;2,2346;2,2183;0,7
26.08. 15:00;0,16431;1,7866;1,6223;0,7
26.08. 16:00;0,016176;1,3077;1,2916;0,7
26.08. 17:00;1,2535;0,73664;0;0,7
26.08. 18:00;1,3642;0,11797;0;0,7
26.08. 19:00;0,10117;0;0;0,8
26.08. 20:00;0,46701;0;0;0,8
26.08. 21:00;0,43049;0;0;0,7
26.08. 22:00;0,032735;0;0;0,6
26.08. 23:00;0,016171;0;0;0,5
27.08. 00:00;0,016278;0;0;0,4
27.08. 01:00;0,16564;0;0;0,4
27.08. 02:00;0,01612;0;0;0,3
27.08. 03:00;0,016133;0;0;0,3
27.08. 04:00;0,016193;0;0;0,4
27.08. 05:00;0,016227;0;0;0,5
27.08. 06:00;0,4041;0,14754;0;0,8
27.08. 07:00;0,5477;1,0131;0,46542;0,9
27.08. 08:00;0,079078;1,7043;1,6252;0,8
27.08. 09:00;0,016307;2,5432;2,5269;0,7
27.08. 10:00;3,2165;3,2382;0,021722;0,7
27.08. 11:00;2,271;4,4491;2,1781;0,6
27.08. 12:00;1,693;4,8273;3,1344;0,6
27.08. 13:00;0,016208;3,6923;3,6761;0,6
27.08. 14:00;0,096933;4,0558;3,9588;0,6
27.08. 15:00;0,70893;4,8984;4,1895;0,6
27.08. 16:00;1,3626;3,3887;2,0262;0,6
27.08. 17:00;0,53997;2,6502;2,1102;0,7
27.08. 18:00;0,52942;0,45792;0;0,7
27.08. 19:00;0,066124;0,00045161;0;0,9
27.08. 20:00;0,64505;0;0;0,9
27.08. 21:00;0,77402;0;0;0,9
27.08. 22:00;0,049399;0;0;0,6
27.08. 23:00;0,016196;0;0;0,5
28.08. 00:00;0,016033;0;0;0,4
28.08. 01:00;0,016169;0;0;0,4
28.08. 02:00;0,16466;0;0;0,3
28.08. 03:00;0,016247;0;0;0,3
28.08. 04:00;0,016023;0;0;0,4
28.08. 05:00;0,016244;0;0;0,5
28.08. 06:00;0,19656;0,082071;0;0,9
28.08. 07:00;0,32996;0,69222;0,36226;0,9
28.08. 08:00;0,59959;1,3238;0,72422;0,8
28.08. 09:00;0,21459;1,8967;1,6822;0,7
28.08. 10:00;0,14341;2,3523;2,2089;0,7
28.08. 11:00;0,22341;3,357;3,1336;0,6
28.08. 12:00;0,87918;3,3033;2,4241;0,6
28.08. 13:00;0,6272;3,1361;2,5089;0,6
28.08. 14:00;0,079073;2,6818;2,6028;0,6
28.08. 15:00;0,29241;1,5804;1,288;0,6
28.08. 16:00;0,90981;0,87224;0;0,6
28.08. 17:00;1,108;0,15678;0;0,7
28.08. 18:00;0,15461;0,0034683;0;0,7
28.08. 19:00;0,38977;0;0;0,8
28.08. 20:00;1,5956;0;0;0,9
28.08. 21:00;0,29212;0;0;0,9
28.08. 22:00;0,16451;0;0;0,6
28.08. 23:00;0,016297;0;0;0,5
29.08. 00:00;0,016385;0;0;0,4
29.08. 01:00;0,016199;0;0;0,4
29.08. 02:00;0,016129;0;0;0,3
29.08. 03:00;0,16732;0;0;0,3
29.08. 04:00;0,016301;0;0;0,4
29.08. 05:00;0,016129;0;0;0,5
29.08. 06:00;0,20314;0,21552;0,012384;0,9
29.08. 07:00;0,59941;1,9488;1,3494;0,9
29.08. 08:00;0,45515;3,8685;3,4134;0,8
29.08. 09:00;0,46695;5,4538;4,9868;0,7
29.08. 10:00;0,071965;7,0005;6,9285;0,7
29.08. 11:00;0,68511;7,7628;7,0777;0,7
29.08. 12:00;0,016422;8,3056;8,2892;0,6
29.08. 13:00;1,0976;8,2254;7,1279;0,6
29.08. 14:00;0,1389;7,3943;7,2554;0,6
29.08. 15:00;0,35986;5,8646;5,5048;0,5
29.08. 16:00;0,2186;4,0896;3,871;0,6
29.08. 17:00;0,016185;2,0095;1,9933;0,7
29.08. 18:00;1,6645;0,41885;0;0,7
29.08. 19:00;0,30766;0;0;0,9
29.08. 20:00;0,42751;0;0;0,8
29.08. 21:00;1,1425;0;0;0,9
29.08. 22:00;0,33641;0;0;0,6
29.08. 23:00;0,16491;0;0;0,5
30.08. 00:00;0,016153;0;0;0,4
30.08. 01:00;0,016178;0;0;0,4
30.08. 02:00;0,016291;0;0;0,3
30.08. 03:00;0,016203;0;0;0,3
30.08. 04:00;0,16437;0;0;0,4
30.08. 05:00;0,016037;0;0;0,5
30.08. 06:00;0,2075;0,052817;0;0,9
30.08. 07:00;0,48873;0,15728;0;0,9
30.08. 08:00;0,86181;0,59994;0;0,8
30.08. 09:00;0,44012;1,7763;1,3362;0,7
30.08. 10:00;0,10317;1,194;1,0909;0,7
30.08. 11:00;0,9549;3,1687;2,2138;0,7
30.08. 12:00;0,1441;5,031;4,8869;0,6
30.08. 13:00;0,059505;3,8454;3,7859;0,6
30.08. 14:00;0,17399;2,0772;1,9032;0,6
30.08. 15:00;0,2238;3,3812;3,1574;0,6
30.08. 16:00;1,0881;1,6282;0,54008;0,6
30.08. 17:00;0,28058;0,99641;0,71583;0,7
30.08. 18:00;0,87396;0,36554;0;0,8
30.08. 19:00;0,2698;0;0;0,9
30.08. 20:00;1,248;0;0;0,9
30.08. 21:00;0,33909;0;0;0,9
30.08. 22:00;0,41405;0;0;0,6
30.08. 23:00;0,15853;0;0;1
31.08. 00:00;0,16915;0;0;1
31.08. 01:00;0,01627;0;0;1
31.08. 02:00;0,016273;0;0;1,2
31.08. 03:00;0,016142;0;0;1,1
31.08. 04:00;0,016239;0;0;1,7
31.08. 05:00;0,16638;0;0;2
31.08. 06:00;0,016599;0,19216;0,17556;1,9
31.08. 07:00;0,20313;1,1175;0,91436;1,6
31.08. 08:00;1,0747;2,4537;1,379;1,2
31.08. 09:00;0,49351;3,5139;3,0204;1
31.08. 10:00;0,69976;4,2951;3,5954;1
31.08. 11:00;0,42591;4,6898;4,2639;1
31.08. 12:00;0,44765;4,9083;4,4606;0,9
31.08. 13:00;1,1978;5,2727;4,0749;0,9
31.08. 14:00;0,43239;4,2993;3,8669;0,9
31.08. 15:00;3,7039;3,1889;0;0,8
31.08. 16:00;1,9801;2,1007;0,12066;0,9
31.08. 17:00;1,6524;1,0374;0;1
31.08. 18:00;1,2812;0,16612;0;1
31.08. 19:00;0,16959;0;0;1,3
